index,label,claim,results
875.0,TRUE, ... following World War II war crime trials were convened. The Japanese were tried and convicted and hung for war crimes committed against American POWs. Among those charges for which they were convicted was waterboarding.,TRUE
876.0,half-true,"On the economic crisis, ""the biggest problem in this whole process was the deregulation of the financial system.""",partly-TRUE
877.0,barely-true,"Texas high school graduation rate went from 27th in the country in 2002, to second highest in the country in 2013.",partly-TRUE
878.0,FALSE,Says the secret John Doe criminal investigation of his campaign has been resolved and two judges have said it is over.,partly-TRUE
879.0,mostly-true,"Obama came into office ""with a $1.3 trillion deficit before I had passed any law. ... We came in with $8 trillion worth of debt over the next decade.""",partly-TRUE
892.0,TRUE,"If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped",TRUE
893.0,mostly-true,"Chinese tire imports threatened 1,000 American jobs, so President Obama stood up to China and protected American workers. Mitt Romney attacked Obamas decision.",TRUE
900.0,TRUE,North Carolina has one of the fastest growing populations as well as the fastest growing economy in the country.,partly-TRUE
905.0,TRUE,"Says that in 2011, Oregon had the second fastest growing economy in the nation.",partly-TRUE
911.0,TRUE,Caution: Kissing and cuddling chickens can be hazardous to your health.,TRUE
916.0,mostly-true,"The Obama administration is using as its legal justification for these airstrikes (on the Islamic State), an authorization for military force that the president himself has called for repeal of.",TRUE
924.0,mostly-true,More than 10 years of free trade has brought a $2 billion per day trade deficit.,partly-TRUE
925.0,barely-true,"Says Kurt Schrader voted to cut $500 billion from Medicare, threatening thousands of Oregon seniors and their access to their current coverage.",partly-TRUE
929.0,mostly-true,Black children constitute 18 percent of the nations public school population but 40 percent of the children who are suspended or expelled.,TRUE
930.0,mostly-true,I opposed TPP (Trans-Pacific Partnership) and have always opposed TPP.,partly-TRUE
933.0,TRUE,"Marco Rubio's ""income skyrocketed while his power increased.""",partly-TRUE
935.0,half-true,Says Republican recall challenger Jonathan Steitz failed to pay his taxes.,partly-TRUE
941.0,mostly-true,Says his views on reparations for slavery are the same as Barack Obamas and Hillary Clintons.,partly-TRUE
942.0,FALSE,Says the National Labor Relations Board told Boeing that it cant build a factory in a non-union state.,partly-TRUE
945.0,barely-true,Obamacare will drive 2.5 million Americans out of the workforce.,partly-TRUE
946.0,half-true,"After laying off 30,000 people,Carly Fiorina said that in retrospect, I would have done them all faster.",TRUE
955.0,FALSE,Evidence shows Zika virus turns fetus brains to liquid.,FALSE
957.0,barely-true,Georgia is the Saudi Arabia of pine trees.,partly-TRUE
960.0,barely-true,I turned a $110 million deficit into a $1.6 million surplus for our city.,partly-TRUE
965.0,TRUE,John McCain decided to stand with George Bush 95 percent of the time (last year).,partly-TRUE
968.0,TRUE,"Says that when the Rolling Stones performed in an Austin park, they paid $25,000 to the nearby city of Rollingwood for one night of inconvenience.",partly-TRUE
973.0,half-true,Oil production is down 14 percent this year on federal land.,partly-TRUE
977.0,FALSE,State employees are actually going to get a pay raise.,partly-TRUE
988.0,FALSE,Property tax exemptions can be granted to small businesses that move into Milwaukee County.,partly-TRUE
989.0,FALSE,Gov. Sarah Palin got precisely zero support for her call for Alaskas Democratic Senator Mark Begich to resign because Ted Stevens corruption conviction was overturned.,partly-TRUE
990.0,mostly-true,Says overwhelming majorities of Americans support gun legislation like background checks.,TRUE
992.0,half-true,"Since President Barack Obama took office, 2 million more Americans are out of work.",partly-TRUE
993.0,FALSE,Says opponent David Dewhurst is a career politician.,partly-TRUE
995.0,FALSE,"The State Department says the 42,000 jobs created by the Keystone XL pipeline are ongoing, enduring jobs.",FALSE
1001.0,FALSE,The cost-of-living increase in Social Security is tied to wage inflation.,FALSE
1002.0,mostly-true,Nearly a quarter of all adults in this state have some college credit without a degree.,partly-TRUE
1010.0,barely-true,"In many instances, (peoples) health care costs are more than their mortgage costs or their rent, which, by the way, is a first in American history.",partly-TRUE
1012.0,TRUE,Three in four low-income workers dont have any paid sick days available.,partly-TRUE
1014.0,FALSE,The Department of Health and Human Services is providing $160 million to the state of Pennsylvania to set up a new high-risk insurance pool program that would cover any abortion legal in the state.,partly-TRUE
1024.0,mostly-true,Says Hillary Clinton called the Trans-Pacific Partnership the gold standard. You called it the gold standard of trade deals. You said its the finest deal youve ever seen.,TRUE
1025.0,mostly-true,Bernie Sanders voted against the Brady Bill -- background checks and waiting periods.,TRUE
1026.0,barely-true,Says Charlie Crist and Missouri Rep. Todd Akin hold same abortion views. No exception except the life of the mother.,FALSE
1027.0,half-true,Barack Obama has doubled our national debt. Doubled it. Its going to be close to $20 trillion when he leaves.,partly-TRUE
1028.0,FALSE,"Say Matt Wand cut Troutdale police, created a slush fund for himself.",partly-TRUE
1030.0,barely-true,"Not even expensive bottled water, like Perrier and Evian, are of good enough quality to pump out of mines in Southwest Virginia, according to the EPA regulation.",FALSE
1034.0,mostly-true,Mike Martinez has voted to raise taxes and utility rates while ending free bus service for seniors.,partly-TRUE
1037.0,half-true,Homicides last year increased by 17 percent in Americas 50 largest cities. Thats the largest increase in 25 years.,partly-TRUE
1038.0,mostly-true,The Canadians they (dropped) their tax rates to 15 percent. The average tax rate on businesses in the industrialized world is 25 percent.,partly-TRUE
1039.0,FALSE,White men account for 69 percent of those arrested for violent crimes.,FALSE
1040.0,half-true,We know that tax cuts are remarkably un-stimulative when you compare them with different kinds of government spending.,partly-TRUE
1046.0,TRUE,"When the Dallas/Fort Worth Airport needed to stop its earthquake spike a few years ago, they temporarily shut down the wells that were injecting fracking fluid into the ground ... (and) those earthquakes stopped.",partly-TRUE
1049.0,mostly-true,Medicare began as a public option and now holds 97 percent of the market share.,FALSE
1051.0,TRUE,"98 percent of small businesses make less than $250,000 and would not see a tax increase under Barack Obama's plan.",partly-TRUE
1054.0,mostly-true,"Says Dan Patrick supported giving a $5,000 taxpayer-funded voucher to every family to buy a car.",FALSE
1060.0,FALSE,Congress' approval rating is 11 percent. You know who's higher? Dick Cheney and HMOs.,partly-TRUE
1066.0,TRUE,More people are struck by lightning than commit in-person voter fraud by impersonation.,TRUE
1070.0,barely-true,Germany is crime-riddled right now because of migration to Europe.,partly-TRUE
1072.0,half-true,Mitt Romney said it was tragic to end the war in Iraq.,partly-TRUE
1076.0,barely-true,"Black Lives Matter, who are attacking law enforcement officers -- Barack Obama had them to the White House.",partly-TRUE
1086.0,mostly-true,"Fewer black and Latino men participate in the labor force, compared to young white men.",TRUE
1087.0,barely-true,"Says Adam Hasner gives the wealthy tax breaks worth $250,000 a year but hikes middle class taxes $2,000.",partly-TRUE
1093.0,TRUE,McCain got more money from Airbus' U.S. executives than any other politician.,partly-TRUE
1096.0,TRUE,"Says that under a new program jail ""time for non-violent, mentally ill offenders has been reduced by 50 percent.""",partly-TRUE
1097.0,barely-true,"John McCain intervened, which helped Airbus get that Pentagon contract.",partly-TRUE
1099.0,FALSE,Say71 percent of doctors say Hillarys health concerns are serious and could be disqualifying.,FALSE
1103.0,mostly-true,"The federal debt is more than $14 trillion, almost equal to the size of our entire economy, and every child born today inherits a $45,000 share of the national debt before they take their first breath.",partly-TRUE
1104.0,TRUE,I wake up every morning in a house (the White House) that was built by slaves.,TRUE
1108.0,mostly-true,Says he had to impose tougher cost controls on state employees than any previous Wisconsin governor.,partly-TRUE
1110.0,barely-true,"It was Hillary Clinton who left Americans in harms way in Benghazi and after four Americans fell said, What difference at this point does it make?",partly-TRUE
1113.0,TRUE,"The United States has never been richer, if you look at per capita GDP.",TRUE
1114.0,mostly-true,Michele Bachmanns legislative record is offering failed amendments.,partly-TRUE
1115.0,barely-true,"Says that when San Francisco banned plastic grocery bags, you saw the number of instances of people going to the ER with things like salmonella and other related illnesses spike.",FALSE
1120.0,half-true,On in-state tuition for unauthorized immigrants.,partly-TRUE
1128.0,TRUE,Theres almost 1 million Texans who are unemployed and thats an all-time record number in our state.,partly-TRUE
1132.0,FALSE,"Says, Yet in Salem they have traditionally waited until the money is almost gone to pay for the most important things in our states budget.",partly-TRUE
1142.0,FALSE,"The Democrat-backed health care reform plan ""will require (Americans) to subsidize abortion with their hard-earned tax dollars.""",partly-TRUE
1152.0,mostly-true,I cut spending while serving in the state Legislature,partly-TRUE
1153.0,mostly-true,"If we ban the practice of earmarks, we could save the American taxpayer anywhere between $15 (billion) to $20 billion dollars a year in pork-barrel spending.",partly-TRUE
1154.0,half-true,Our welfare system now consumes 42 percent of our budget.,partly-TRUE
1156.0,FALSE,This is the first time in the history that weve had the raising of a debt limit also with spending cuts.,FALSE
1158.0,barely-true,Kelly Ayotte voted for a budget that had $90 billion of cuts to Pell Grants.,partly-TRUE
1159.0,mostly-true,Says U.S. Rep. Connie Mack IV passed only one bill in seven years.,partly-TRUE
1160.0,mostly-true,Republican-leaning states get more in federal dollars than they pay in taxes.,TRUE
1166.0,mostly-true,"Says the Obama administration approved a major disaster declaration for Oklahoma in 2009, when nine of the states 77 counties burned for about three days, while Texas wildfires have been burning for longer without such a declaration.",partly-TRUE
1187.0,TRUE,The United States is one of only seven nations that allows elective abortions after 20 weeks post-fertilization.,partly-TRUE
1189.0,FALSE,"During his time as House speaker, unemployment came down from 5.6 percent to under 4 (percent).",partly-TRUE
1192.0,barely-true,"(Assembly Democrats) wanted to raise the gas tax by $2.4 billion. We said no to that....Theyre down on the ground. Theyre sweating. Theyre twitching. Its ugly, cause I keep saying no.",partly-TRUE
1193.0,mostly-true,"Says he turned down a Medicaid expansion under Obamacare, but because of actions he took, for the first time in Wisconsins history everyone living in poverty is covered under Medicaid.",partly-TRUE
1199.0,barely-true,McCain Trying to Have it Both Ways on Iraq,partly-TRUE
1201.0,half-true,I've issued a six-month moratorium on deepwater drilling.,partly-TRUE
1203.0,half-true,Tuition at Rutgers has increased 10 percent since Gov. Chris Christie took office because he cut funding for higher education.,partly-TRUE
1204.0,barely-true,"The reason we even have colleges is that at some point there were politicians who said, You know what? We should start colleges.",FALSE
1213.0,TRUE,Texas has the highest rate of uninsured in the nation. ... And there are more uninsured children in Texas than in any other state.,TRUE
1217.0,TRUE,Says 80 percent of the health care dollars are spent by 20 percent of the population.,partly-TRUE
1224.0,barely-true,Says President Obamas new immigration plan is amnesty.,partly-TRUE
1229.0,mostly-true,A child born in America today will inherit $1.5 million in debt the moment theyre placed in their mothers arms.,FALSE
1230.0,TRUE,Says the U.S. fleet of attack submarines is scheduled to fall below the 48 boats that Navy says it needs to carry out current missions.,TRUE
1232.0,half-true,"Americans spend 100-million hours a year filling out these forms (FAFSA). That is the equivalent of 55,500 full-time jobs.",partly-TRUE
1235.0,TRUE,"In the Illinois Legislature, Barack Obama ""voted 'present,' instead of yes or no"" on seven votes involving abortion rights.",partly-TRUE
1236.0,TRUE,"If you want to vote in Texas, you can use a concealed-weapon permit as a valid form of identification, but a valid student ID isnt good enough.",TRUE
1237.0,mostly-true,Says the cascading effects of climate change contributed to the rise of ISIS.,partly-TRUE
1240.0,FALSE,A company hired to do Common Core testing in Florida will attract every one of your children to become as homosexual as they possibly can.,FALSE
1241.0,TRUE,The U.S. Supreme Court has not traditionally asked a lot of questions during oral arguments.,partly-TRUE
1242.0,half-true,"Fracturing or horizontally fracturing the shale to open up larger pockets of natural gas ... has been used for over 60 years and, as of 2009, over 80,000 wells have been fracked in Ohio.",partly-TRUE
1243.0,barely-true,"In 2004, ""20 percent of U.S. households were getting about 75 percent of their income from the federal government. ... Another 20 percent were receiving almost 40 percent.""",partly-TRUE
1245.0,barely-true,"In Europe, church attendance rates (are) in the single digits because churches are supported by taxes.",partly-TRUE
1246.0,barely-true,Says George LeMieux even compared Marco Rubio to Barack Obama.,partly-TRUE
1258.0,half-true,On offshore drilling.,TRUE
1265.0,barely-true,Says an EPA permit languished under Strickland but his new EPA director got it done in two days.,partly-TRUE
