index,label,claim,results
705.0,half-true,The fact is that red light cameras change driver behavior and cut down on the most dangerous types of accidents.,TRUE
712.0,barely-true,Says the success of his economic agenda is supported by the fact we went from unemployment at 9.2 percent when I decided to run for governor four years ago to two points lower.,FALSE
716.0,mostly-true,The education tax burden for Shelby County -- and Tennessee -- is one of the lowest in the country.,mostly-true
719.0,mostly-true,We have the most productive workers in the world.,FALSE
720.0,TRUE,"Before I was state treasurer, my Rhode Island business helped create over 1,000 jobs.",mostly-true
724.0,mostly-true,"In a lawsuit between private citizens, a Florida judge announced the decision was going to be based on Islamic Law.",half-true
725.0,half-true,"Says Democrats raised taxes over 115 times in the past 10 years, making New Jersey increasingly unaffordable and chasing jobs to neighboring states.",FALSE
729.0,barely-true,"The Germans, the French, countries that opposed us in the (Iraq) war, all believed (Saddam Hussein) had weapons of mass destruction.",TRUE
735.0,TRUE,"A majority of Americans agree with a ban on assault weapons. And by the way, so did Ronald Reagan.",FALSE
739.0,mostly-true,"Says if you try to hide marijuana in a hemp field, it becomes worthless. The THC goes away.",TRUE
745.0,FALSE,The minimum wage has risen $2.35 in the last two years. Thats 31 percent.,FALSE
747.0,barely-true,"Everywhere that we have more citizens carrying guns, crime is less. Theres a study showing that where states have open carry or concealed carry, but particularly open carry, the crime is down 25 percent.",half-true
748.0,half-true,"Weve seen 115,000 jobs created in the American auto industry since GM and Chrysler emerged from bankruptcy.",half-true
749.0,mostly-true,"Bill Nelson voted to confirm Sonia Sotomayor, who signed a Supreme Court opinion saying Americans do not have an individual right to own firearms.",FALSE
750.0,barely-true,"The Stupak Amendment doesnt just say you cant use your federal insurance subsidy to pay for an abortion, it says, if youre getting a federal subsidy of any kind, youre not allowed to buy an insurance plan that covers abortion even with your own money.",half-true
755.0,mostly-true,Venezuela is a country whose defense budget is probably 1/600th of the United States.,FALSE
756.0,half-true,Senator Obama thinks we can achieve energy independence without more drilling and without more nuclear power.,half-true
760.0,TRUE,Says there are four super PACs on the Republican side of the Texas U.S. Senate race.,FALSE
761.0,FALSE,"Unfortunately, since Mr. Fosters been mayor ... there are less people employed in the city of St. Petersburg than there were prior to his taking office.",FALSE
762.0,FALSE,"Says U.S. Rep. Ron Kinds stimulus cost taxpayers $278,000 per job.",TRUE
765.0,barely-true,Congressman Joe Heck has (voted) 62% of the time with Nancy Pelosi and the Democrats on a variety of important issues.,FALSE
768.0,barely-true,Bill McCollum said tax cuts don't work.,mostly-true
769.0,barely-true,The tax burden on Virginia families was lower under Tim Kaine than under George Allen.,FALSE
770.0,FALSE,Says CharlieCrist made it easier for Duke to take your money.,FALSE
771.0,barely-true,Says a Barack Obama black imposter joke got a standing ovation at San Angelo rodeo.,FALSE
772.0,barely-true,Already in Wisconsin we have seen fewer people pursuing education as a career due to the Act 10 collective bargaining law.,mostly-true
775.0,half-true,Says his Texas election fraud investigations have resulted in 50 convictions.,FALSE
777.0,mostly-true,"We havent had a Republican senator in Washington for ... why, I think Clifford Case was our last Republican senator.",half-true
781.0,half-true,Jane Norton supported the largest tax hike in Colorado history.,mostly-true
785.0,mostly-true,"New Jerseys governor cut $1.6 billion from public education while handing out $2.1 billion in corporate tax breaks, more than the entire previous decade.",mostly-true
788.0,mostly-true,"Since 1970, the Clean Air Act has reduced toxic and health-threatening air pollution by 60 percent while our economy has grown more than 200 percent.",TRUE
790.0,TRUE,The Milwaukee business community did not speak about the facts -- and in support of train manufacturer Talgo -- as the Milwaukee-Madison rail link was being killed.,barely-true
797.0,half-true,"170,000 of the jobs created in Texas under Gov. Rick Perry were government jobs.",FALSE
798.0,TRUE,Says 97 percent of food stamp benefits are paid in the proper amounts to people who are really eligible.,FALSE
803.0,FALSE,The Bundy Ranch deal is all about Nevada Sen. Harry Reid using federal violence to take peoples land in his state so he can package it to re-sell it to the Chinese.,half-true
808.0,TRUE,Says Charlie Crist implemented Jeb Bushs A+ Plan.,FALSE
810.0,mostly-true,"By some estimates, as few as 2 percent of the 50,000 (Central American) children who have crossed the border illegally this year have been sent home.",mostly-true
811.0,half-true,Says city of Portland has a one-time $22 million surplus,mostly-true
815.0,mostly-true,I cut more as a percentage out of government than any state in the country this past decade. And where is Michigan in terms of its economic growth? Cutting did not result in economic growth.,mostly-true
818.0,barely-true,Not one dime gets added to the deficit because of Social Security.,FALSE
819.0,mostly-true,"The United States of America, right now, has the strongest, most durable economy in the world.",FALSE
820.0,FALSE,Canada sets aside 36 percent of their visas for people with skills they think their country needs. We set aside 6 percent.,FALSE
822.0,half-true,"There are 60,000 fewer jobs today in this state than we had in 2008.",half-true
824.0,TRUE,Says Republicans supported legislation on early voting and in-person voting in 2005.,mostly-true
825.0,half-true,"Chained CPI would save $1 trillion in the second decade off the federal budget debt, a report shows.",mostly-true
826.0,TRUE,Says Austin is the largest city in America without a congressional district anchored in it.,mostly-true
827.0,barely-true,"A president must ""obtain Congress' consent before formally accepting the Nobel Prize.""",mostly-true
828.0,TRUE,"When people enter the service, theres not a mental health evaluation.",half-true
832.0,TRUE,"Ms. Kagan has spent her entire professional career in Harvard Square, Hyde Park and the D.C. Beltway.",mostly-true
836.0,mostly-true,"Chris Christie helped funnel $6 million in federal Hurricane Sandy money to a senior center in Belleville, N.J., a place that suffered no damage.",half-true
837.0,half-true,"Massachusetts under Gov. Mitt Romney initially ranked last among states in job growth, but by the end of his governorship, we were in the middle of the pack.",TRUE
838.0,mostly-true,"The federal budget bill reauthorizes the Overseas Private Investment Corporation, which provides taxpayer dollars so that the Four Seasons hotel can build a resort in Turkey.",TRUE
841.0,mostly-true,We are the only industrialized nation that doesnt guarantee workers paid family leave.,half-true
853.0,TRUE,One out of five of our children live in a family thats on food stamps.,mostly-true
855.0,half-true,"According to independent analysis, unfair trade deals have resulted in the loss of over 64,000 jobs in Wisconsin ... But Ron Johnson favors those deals.",half-true
858.0,half-true,"In the four years before I became governor, we increased state debt $5.2 billion. Weve paid it down $2 billion.",TRUE
861.0,FALSE,Latina who enthusiastically supported Donald Trump on stage in Las Vegas in October 2015 has been deported.,FALSE
862.0,half-true,John McCain is right on that one. The line-item veto is the best tool the president has to rein in excessive spending.,TRUE
863.0,half-true,"In 2009, the FBI referred more than 71,000 cases of people failing background checks when trying to buy a gun to another federal agency, but U.S. attorneys ultimately prosecuted only 77 of them.",mostly-true
864.0,mostly-true,Says Barack Obama is the first president in modern history not to have a single year of 3 percent growth.,mostly-true
865.0,barely-true,Half of all hospitalized seniors are suffering from malnutrition so severe that it either caused their illness or it prevents them from getting better.,FALSE
867.0,barely-true,Says Patrick Murphy never worked as a CPA and was never a small business owner.,FALSE
868.0,mostly-true,"In 2012, Wall Street gave Scott Brown more campaign contributions than any other candidate -- $5.3 million.",FALSE
869.0,mostly-true,$65 billion would be added to the deficit if we keep the cuts for people on the highest incomes.,FALSE
874.0,half-true,"Under Wisconsin law, anyone who knows anything about a John Doe secret criminal investigation cant talk about it.",mostly-true
875.0,TRUE, ... following World War II war crime trials were convened. The Japanese were tried and convicted and hung for war crimes committed against American POWs. Among those charges for which they were convicted was waterboarding.,half-true
876.0,half-true,"On the economic crisis, ""the biggest problem in this whole process was the deregulation of the financial system.""",half-true
877.0,barely-true,"Texas high school graduation rate went from 27th in the country in 2002, to second highest in the country in 2013.",FALSE
878.0,FALSE,Says the secret John Doe criminal investigation of his campaign has been resolved and two judges have said it is over.,FALSE
879.0,mostly-true,"Obama came into office ""with a $1.3 trillion deficit before I had passed any law. ... We came in with $8 trillion worth of debt over the next decade.""",half-true
885.0,mostly-true,Ford is moving all of their small-car production to Mexico.,FALSE
890.0,TRUE,"If you are a member of union, your median weekly income is roughly $200 more than if you are a nonunion member, and that doesnt include benefits.",mostly-true
892.0,TRUE,"If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped",FALSE
893.0,mostly-true,"Chinese tire imports threatened 1,000 American jobs, so President Obama stood up to China and protected American workers. Mitt Romney attacked Obamas decision.",half-true
897.0,TRUE,Our (Texas) graduation rate ranks 43rd out of 50 states.,FALSE
899.0,barely-true,The war spending bill actually spends more money on the International Monetary Fund than on the war.,FALSE
900.0,TRUE,North Carolina has one of the fastest growing populations as well as the fastest growing economy in the country.,half-true
901.0,TRUE,Says Paul Ryans budget relies on the same $700 billion in savings from Medicare that Mitt Romney and other Republicans have been attacking Democrats about.,TRUE
904.0,mostly-true,"In February, John McCain suggested the Bergdahl-Taliban swap that he now calls outrageous and dangerous.",half-true
905.0,TRUE,"Says that in 2011, Oregon had the second fastest growing economy in the nation.",FALSE
906.0,barely-true,Robert Hurt supported a bill that helped the uranium industry after taking contributions from the industry and because his father had a stake in it.,TRUE
911.0,TRUE,Caution: Kissing and cuddling chickens can be hazardous to your health.,TRUE
916.0,mostly-true,"The Obama administration is using as its legal justification for these airstrikes (on the Islamic State), an authorization for military force that the president himself has called for repeal of.",mostly-true
919.0,FALSE,"In this judicial race, special interest groups have demanded money from me, in exchange for endorsement and support.",FALSE
920.0,half-true,"Before Medicare, only 51 percent of Americans 65 and older had health care coverage and nearly 30 percent lived below the poverty line. Today, thanks to Medicare ... nearly all seniors have coverage and 75 percent fewer struggle in poverty.",half-true
921.0,barely-true,Says the federal government hosted a conference and ordered 250 muffins at 16 bucks a piece.,barely-true
924.0,mostly-true,More than 10 years of free trade has brought a $2 billion per day trade deficit.,FALSE
925.0,barely-true,"Says Kurt Schrader voted to cut $500 billion from Medicare, threatening thousands of Oregon seniors and their access to their current coverage.",FALSE
929.0,mostly-true,Black children constitute 18 percent of the nations public school population but 40 percent of the children who are suspended or expelled.,TRUE
930.0,mostly-true,I opposed TPP (Trans-Pacific Partnership) and have always opposed TPP.,half-true
933.0,TRUE,"Marco Rubio's ""income skyrocketed while his power increased.""",half-true
934.0,half-true,This ban will only apply to Oregon commercial fishermen. Washington commercial fishermen would still be allowed to use gillnets on the Columbia River.,mostly-true
935.0,half-true,Says Republican recall challenger Jonathan Steitz failed to pay his taxes.,half-true
941.0,mostly-true,Says his views on reparations for slavery are the same as Barack Obamas and Hillary Clintons.,half-true
942.0,FALSE,Says the National Labor Relations Board told Boeing that it cant build a factory in a non-union state.,mostly-true
943.0,TRUE,"Says by rejecting an expansion of Medicaid under the new law, Georgia was depriving 25,000 veterans of health care coverage.",mostly-true
945.0,barely-true,Obamacare will drive 2.5 million Americans out of the workforce.,TRUE
946.0,half-true,"After laying off 30,000 people,Carly Fiorina said that in retrospect, I would have done them all faster.",mostly-true
951.0,mostly-true,"On my first day in office, I ordered a review of every regulation in the pipeline and every contract exceeding $1 million.",mostly-true
955.0,FALSE,Evidence shows Zika virus turns fetus brains to liquid.,FALSE
956.0,barely-true,"Says after leaving the White House, Hillary Clinton was forced to return an estimated $200,000 in White House china, furniture and artwork that she had stolen.",barely-true
957.0,barely-true,Georgia is the Saudi Arabia of pine trees.,FALSE
960.0,barely-true,I turned a $110 million deficit into a $1.6 million surplus for our city.,half-true
965.0,TRUE,John McCain decided to stand with George Bush 95 percent of the time (last year).,FALSE
968.0,TRUE,"Says that when the Rolling Stones performed in an Austin park, they paid $25,000 to the nearby city of Rollingwood for one night of inconvenience.",TRUE
973.0,half-true,Oil production is down 14 percent this year on federal land.,FALSE
976.0,barely-true,John McCain has changed position on invading Iraq.,FALSE
977.0,FALSE,State employees are actually going to get a pay raise.,TRUE
979.0,mostly-true,Federal spending on entitlements is projected to consume all revenue by 2045.,FALSE
981.0,barely-true,"The Democrat majority in the Senate has failed to submit [a] budget in the past 1,000 days.",mostly-true
983.0,TRUE,"Says as a share of the US economy, the governments support for research and development (RD) has fallen by nearly two-thirds since the 1960s.",mostly-true
986.0,mostly-true,Says that Donald Trump supported Charlie Crist.,half-true
988.0,FALSE,Property tax exemptions can be granted to small businesses that move into Milwaukee County.,mostly-true
989.0,FALSE,Gov. Sarah Palin got precisely zero support for her call for Alaskas Democratic Senator Mark Begich to resign because Ted Stevens corruption conviction was overturned.,TRUE
990.0,mostly-true,Says overwhelming majorities of Americans support gun legislation like background checks.,half-true
992.0,half-true,"Since President Barack Obama took office, 2 million more Americans are out of work.",FALSE
993.0,FALSE,Says opponent David Dewhurst is a career politician.,TRUE
995.0,FALSE,"The State Department says the 42,000 jobs created by the Keystone XL pipeline are ongoing, enduring jobs.",FALSE
997.0,mostly-true,The Obama administration is refusing to directly arm the Kurds.,FALSE
998.0,barely-true,"The Obama administrations green stimulus program funneled close to $2 billion dollars to overseas firms, creating thousands of jobs in China.",FALSE
1001.0,FALSE,The cost-of-living increase in Social Security is tied to wage inflation.,half-true
1002.0,mostly-true,Nearly a quarter of all adults in this state have some college credit without a degree.,TRUE
1005.0,mostly-true,The state is able to sharply curtail contract bargaining rights for state employee unions.,mostly-true
1010.0,barely-true,"In many instances, (peoples) health care costs are more than their mortgage costs or their rent, which, by the way, is a first in American history.",mostly-true
1012.0,TRUE,Three in four low-income workers dont have any paid sick days available.,half-true
1013.0,barely-true,"Says Vince Polistina is collecting nearly $70,000 in taxpayer-funded salaries -- plus a government pension.",FALSE
1014.0,FALSE,The Department of Health and Human Services is providing $160 million to the state of Pennsylvania to set up a new high-risk insurance pool program that would cover any abortion legal in the state.,FALSE
1024.0,mostly-true,Says Hillary Clinton called the Trans-Pacific Partnership the gold standard. You called it the gold standard of trade deals. You said its the finest deal youve ever seen.,mostly-true
1025.0,mostly-true,Bernie Sanders voted against the Brady Bill -- background checks and waiting periods.,half-true
1026.0,barely-true,Says Charlie Crist and Missouri Rep. Todd Akin hold same abortion views. No exception except the life of the mother.,FALSE
1027.0,half-true,Barack Obama has doubled our national debt. Doubled it. Its going to be close to $20 trillion when he leaves.,FALSE
1028.0,FALSE,"Say Matt Wand cut Troutdale police, created a slush fund for himself.",FALSE
1030.0,barely-true,"Not even expensive bottled water, like Perrier and Evian, are of good enough quality to pump out of mines in Southwest Virginia, according to the EPA regulation.",TRUE
1034.0,mostly-true,Mike Martinez has voted to raise taxes and utility rates while ending free bus service for seniors.,FALSE
1037.0,half-true,Homicides last year increased by 17 percent in Americas 50 largest cities. Thats the largest increase in 25 years.,half-true
1038.0,mostly-true,The Canadians they (dropped) their tax rates to 15 percent. The average tax rate on businesses in the industrialized world is 25 percent.,FALSE
1039.0,FALSE,White men account for 69 percent of those arrested for violent crimes.,FALSE
1040.0,half-true,We know that tax cuts are remarkably un-stimulative when you compare them with different kinds of government spending.,mostly-true
1042.0,half-true,"Says in fiscal year 2011, the state had a projected $11 billion deficit.",FALSE
1046.0,TRUE,"When the Dallas/Fort Worth Airport needed to stop its earthquake spike a few years ago, they temporarily shut down the wells that were injecting fracking fluid into the ground ... (and) those earthquakes stopped.",mostly-true
1049.0,mostly-true,Medicare began as a public option and now holds 97 percent of the market share.,FALSE
1051.0,TRUE,"98 percent of small businesses make less than $250,000 and would not see a tax increase under Barack Obama's plan.",mostly-true
1052.0,FALSE,''The leading Democratic candidate once said that the unfettered free market is the most destructive force in modern America.'',mostly-true
1054.0,mostly-true,"Says Dan Patrick supported giving a $5,000 taxpayer-funded voucher to every family to buy a car.",half-true
1060.0,FALSE,Congress' approval rating is 11 percent. You know who's higher? Dick Cheney and HMOs.,FALSE
1066.0,TRUE,More people are struck by lightning than commit in-person voter fraud by impersonation.,TRUE
1068.0,TRUE,Says the last non-partisan commission to improve the voting experience in America concluded that #VoterID was necessary.,FALSE
1070.0,barely-true,Germany is crime-riddled right now because of migration to Europe.,FALSE
1072.0,half-true,Mitt Romney said it was tragic to end the war in Iraq.,FALSE
1076.0,barely-true,"Black Lives Matter, who are attacking law enforcement officers -- Barack Obama had them to the White House.",mostly-true
1078.0,half-true,Every major religion is opposed to same-sex marriage.,FALSE
1083.0,TRUE,"My grandfather came home from ... (World War II) exhausted from the burdens he had borne, and died the next day.",FALSE
1086.0,mostly-true,"Fewer black and Latino men participate in the labor force, compared to young white men.",TRUE
1087.0,barely-true,"Says Adam Hasner gives the wealthy tax breaks worth $250,000 a year but hikes middle class taxes $2,000.",FALSE
1093.0,TRUE,McCain got more money from Airbus' U.S. executives than any other politician.,FALSE
1096.0,TRUE,"Says that under a new program jail ""time for non-violent, mentally ill offenders has been reduced by 50 percent.""",FALSE
1097.0,barely-true,"John McCain intervened, which helped Airbus get that Pentagon contract.",half-true
1099.0,FALSE,Say71 percent of doctors say Hillarys health concerns are serious and could be disqualifying.,TRUE
1103.0,mostly-true,"The federal debt is more than $14 trillion, almost equal to the size of our entire economy, and every child born today inherits a $45,000 share of the national debt before they take their first breath.",half-true
1104.0,TRUE,I wake up every morning in a house (the White House) that was built by slaves.,TRUE
1108.0,mostly-true,Says he had to impose tougher cost controls on state employees than any previous Wisconsin governor.,mostly-true
1110.0,barely-true,"It was Hillary Clinton who left Americans in harms way in Benghazi and after four Americans fell said, What difference at this point does it make?",mostly-true
1111.0,half-true,Congresswoman Bachmann actually said we should be 'weaned' off our Social Security and Medicare. She wants to privatize Social Security and replace Medicare with some kind of voucher system.,half-true
1113.0,TRUE,"The United States has never been richer, if you look at per capita GDP.",TRUE
1114.0,mostly-true,Michele Bachmanns legislative record is offering failed amendments.,FALSE
1115.0,barely-true,"Says that when San Francisco banned plastic grocery bags, you saw the number of instances of people going to the ER with things like salmonella and other related illnesses spike.",mostly-true
1118.0,half-true,"Ohio Director of Job Creation Mark Kvamme just clawed back about $900,000 from companies that made promises and they didnt keep them.",half-true
1120.0,half-true,On in-state tuition for unauthorized immigrants.,half-true
1125.0,barely-true,President Barack Obamas health care reform slashed $500 billion from Medicare.,half-true
1128.0,TRUE,Theres almost 1 million Texans who are unemployed and thats an all-time record number in our state.,FALSE
1129.0,FALSE,"Nearly 70 percent of all federal spending will go towards Social Security, Medicare, and Medicaid in fiscal year 2014.",FALSE
1132.0,FALSE,"Says, Yet in Salem they have traditionally waited until the money is almost gone to pay for the most important things in our states budget.",FALSE
1134.0,mostly-true,"The race will tighten, just because that's what happens at the end of campaigns. They always have.",half-true
1135.0,TRUE,"Even after Obamacare is fully implemented, there still will be tens of millions of people not covered.",FALSE
1142.0,FALSE,"The Democrat-backed health care reform plan ""will require (Americans) to subsidize abortion with their hard-earned tax dollars.""",mostly-true
1149.0,mostly-true,"The president promised to close the space gap, but he now seems intent on repeating the events that created the space gap in the first place -- putting in place a new rocket design and then trying to underfund the effort...",half-true
1152.0,mostly-true,I cut spending while serving in the state Legislature,mostly-true
1153.0,mostly-true,"If we ban the practice of earmarks, we could save the American taxpayer anywhere between $15 (billion) to $20 billion dollars a year in pork-barrel spending.",half-true
1154.0,half-true,Our welfare system now consumes 42 percent of our budget.,FALSE
1156.0,FALSE,This is the first time in the history that weve had the raising of a debt limit also with spending cuts.,FALSE
1158.0,barely-true,Kelly Ayotte voted for a budget that had $90 billion of cuts to Pell Grants.,barely-true
1159.0,mostly-true,Says U.S. Rep. Connie Mack IV passed only one bill in seven years.,half-true
1160.0,mostly-true,Republican-leaning states get more in federal dollars than they pay in taxes.,half-true
1161.0,half-true,"Barack Obama said in 2004 ""that he basically agreed with the way George Bush was conducting the war.""",TRUE
1166.0,mostly-true,"Says the Obama administration approved a major disaster declaration for Oklahoma in 2009, when nine of the states 77 counties burned for about three days, while Texas wildfires have been burning for longer without such a declaration.",mostly-true
1179.0,TRUE,One man sacrificed for his country. One man opposed a flawed strategy in Iraq. One man had the courage to call for change. One man didn't play politics with the truth. One man stands up to the special interests.,mostly-true
1180.0,half-true,"Says Paul Ryan supports banning all abortions, even in cases of rape or incest.",FALSE
1186.0,FALSE,"Harambe received 15,000 votes in the presidential election.",FALSE
1187.0,TRUE,The United States is one of only seven nations that allows elective abortions after 20 weeks post-fertilization.,half-true
1189.0,FALSE,"During his time as House speaker, unemployment came down from 5.6 percent to under 4 (percent).",FALSE
1192.0,barely-true,"(Assembly Democrats) wanted to raise the gas tax by $2.4 billion. We said no to that....Theyre down on the ground. Theyre sweating. Theyre twitching. Its ugly, cause I keep saying no.",mostly-true
1193.0,mostly-true,"Says he turned down a Medicaid expansion under Obamacare, but because of actions he took, for the first time in Wisconsins history everyone living in poverty is covered under Medicaid.",barely-true
1198.0,barely-true,"The Manchin-Toomey amendment would have criminalized certain private transfers of firearms between honest citizens, requiring lifelong friends, neighbors and some family members to get government approval.",mostly-true
1199.0,barely-true,McCain Trying to Have it Both Ways on Iraq,TRUE
1201.0,half-true,I've issued a six-month moratorium on deepwater drilling.,mostly-true
1203.0,half-true,Tuition at Rutgers has increased 10 percent since Gov. Chris Christie took office because he cut funding for higher education.,TRUE
1204.0,barely-true,"The reason we even have colleges is that at some point there were politicians who said, You know what? We should start colleges.",FALSE
1208.0,barely-true,"If the General Assembly does not address the states structural deficit, more than 23,000 education professionals will be immediately yanked out of Pennsylvania schools.",TRUE
1213.0,TRUE,Texas has the highest rate of uninsured in the nation. ... And there are more uninsured children in Texas than in any other state.,TRUE
1216.0,half-true,"Newspapers say Florida made bad investments, lost hundreds of millions of dollars, billions in pension funds lost. Who was in charge of Floridas investments? Alex Sink.",FALSE
1217.0,TRUE,Says 80 percent of the health care dollars are spent by 20 percent of the population.,mostly-true
1224.0,barely-true,Says President Obamas new immigration plan is amnesty.,mostly-true
1229.0,mostly-true,A child born in America today will inherit $1.5 million in debt the moment theyre placed in their mothers arms.,barely-true
1230.0,TRUE,Says the U.S. fleet of attack submarines is scheduled to fall below the 48 boats that Navy says it needs to carry out current missions.,FALSE
1232.0,half-true,"Americans spend 100-million hours a year filling out these forms (FAFSA). That is the equivalent of 55,500 full-time jobs.",FALSE
1235.0,TRUE,"In the Illinois Legislature, Barack Obama ""voted 'present,' instead of yes or no"" on seven votes involving abortion rights.",FALSE
1236.0,TRUE,"If you want to vote in Texas, you can use a concealed-weapon permit as a valid form of identification, but a valid student ID isnt good enough.",mostly-true
1237.0,mostly-true,Says the cascading effects of climate change contributed to the rise of ISIS.,half-true
1240.0,FALSE,A company hired to do Common Core testing in Florida will attract every one of your children to become as homosexual as they possibly can.,FALSE
1241.0,TRUE,The U.S. Supreme Court has not traditionally asked a lot of questions during oral arguments.,FALSE
1242.0,half-true,"Fracturing or horizontally fracturing the shale to open up larger pockets of natural gas ... has been used for over 60 years and, as of 2009, over 80,000 wells have been fracked in Ohio.",TRUE
1243.0,barely-true,"In 2004, ""20 percent of U.S. households were getting about 75 percent of their income from the federal government. ... Another 20 percent were receiving almost 40 percent.""",FALSE
1245.0,barely-true,"In Europe, church attendance rates (are) in the single digits because churches are supported by taxes.",FALSE
1246.0,barely-true,Says George LeMieux even compared Marco Rubio to Barack Obama.,FALSE
1251.0,mostly-true,Says Tim Kaine actually tried to raise taxes by about $4 billion.,FALSE
1258.0,half-true,On offshore drilling.,half-true
1264.0,barely-true,"In the early 1980s, Sen. Edward Kennedy secretly offered to help Soviet leaders counter the Reagan administrations position on nuclear disarmament.",barely-true
1265.0,barely-true,Says an EPA permit languished under Strickland but his new EPA director got it done in two days.,FALSE
